1723800484012,2,0,Lose
1723800487018,1,0,Win
1723800489017,0,0,Draw
1723800659316,2,0,Lose
1723800662318,0,0,Draw
1723800665357,1,0,Win
1723801488026,0,0,Draw
1723801489027,0,0,Draw
1723801492028,1,0,Win
1723801657556,0,0,Draw
1723801658549,0,0,Draw
1723801659558,0,0,Draw
1723801660573,0,0,Draw
1723801661550,0,0,Draw
1723801663551,2,0,Lose
1723801667551,1,0,Win
1723801836831,2,0,Lose
1723801840832,1,0,Win
1723801841854,0,0,Draw
1723801842876,0,0,Draw
1723801843877,1,0,Win
1723801983132,0,1,Lose
1723801984135,0,1,Lose
1723801985135,0,2,Win
1723802326229,2,0,Lose
1723802332230,2,1,Win
1723802335241,1,2,Lose
1723802606874,0,1,Lose
1723802612883,2,2,Draw
1723802618892,2,0,Lose
1723802621893,2,1,Win
1723806613280,1,1,Draw
1723806619282,1,2,Lose
1723806625283,2,1,Win
1723806628293,2,2,Draw
1723806631289,1,0,Win
1723806885096,0,0,Draw
1723806891100,0,0,Draw
1723806897107,1,0,Win
1723806903112,0,0,Draw
1723806909120,2,0,Lose
1723806912128,0,0,Draw
1723806915130,0,0,Draw
1723806918128,1,0,Win
1723807102192,2,0,Lose
1723807108190,1,0,Win
1723807111198,2,0,Lose
1723807124290,1,0,Win
1723807130298,1,0,Win
1723807133298,2,0,Lose
1723807829973,2,2,Draw
1723807835978,1,2,Lose
1723807841975,0,0,Draw
1723807847970,0,1,Lose
1723807850976,2,1,Win
1723807862948,0,2,Win
1723807868950,0,0,Draw
1723807874954,1,0,Win
1723807877974,0,0,Draw
1723807880971,1,1,Draw
1723807883955,0,1,Lose
1723808012313,0,0,Draw
1723808018325,2,0,Lose
1723808024312,0,2,Win
1723808027306,0,2,Win
1723808036483,0,1,Lose
1723808042493,2,1,Win
1723808045504,2,1,Win
1723808055467,2,1,Win
1723808061468,0,1,Lose
1723808064476,0,1,Lose
1723808081616,2,1,Win
1723808087610,2,1,Win
1723808090613,0,1,Lose
1723808099412,1,1,Draw
1723808105418,1,1,Draw
1723808111413,2,1,Win
1723808117416,1,1,Draw
1723808123424,0,1,Lose
1723808126420,1,1,Draw
1723808129429,0,1,Lose
1723808141503,2,1,Win
1723808147506,1,1,Draw
1723808153511,1,1,Draw
1723808159509,0,1,Lose
1723808162512,2,1,Win
1723808171758,2,1,Win
1723808177749,2,1,Win
1723808180759,1,1,Draw
1723808183754,2,1,Win
1723808204216,0,1,Lose
1723808210201,1,1,Draw
1723808216201,1,1,Draw
1723808222205,0,1,Lose
1723808225200,0,1,Lose
1723808400402,0,1,Lose
1723808406406,0,1,Lose
1723808407406,1,1,Draw
1723808483296,2,1,Win
1723808489291,1,1,Draw
1723808495296,0,1,Lose
1723808498299,2,1,Win
1723808716256,0,1,Lose
1723808722227,2,1,Win
1723808725249,1,1,Draw
1723808728232,1,1,Draw
1723808731242,0,1,Lose
1723808734266,0,1,Lose
1723808740281,2,1,Win
1723808743277,0,1,Lose
1723808746302,0,1,Lose
1723808752305,0,1,Lose
1723808753305,1,1,Draw
1723808842390,2,1,Win
1723808848381,2,1,Win
1723808929009,2,1,Win
1723808935008,1,1,Draw
1723808941010,0,1,Lose
1723808944011,2,1,Win
1723808952595,2,1,Win
1723808958606,2,1,Win
1723809087474,0,1,Lose
1723809093383,1,1,Draw
1723809099383,1,1,Draw
1723809105382,0,1,Lose
1723809119316,2,1,Win
1723809125317,0,1,Lose
1723809128318,1,1,Draw
1723809131319,1,1,Draw
1723809134317,2,1,Win
1723809137361,2,1,Win
1723809143368,2,1,Win
1723809146525,1,1,Draw
1723809152527,0,1,Lose
1723809158528,2,1,Win
1723809161529,0,1,Lose
1723809164600,2,1,Win
1723809170607,0,1,Lose
1723809173609,1,1,Draw
1723809176620,0,1,Lose
1723809179648,0,1,Lose
1723809185651,0,1,Lose
1723809188689,1,1,Draw
1723809194687,2,1,Win
1723809200696,1,1,Draw
1723809206686,2,1,Win
1723809209716,2,1,Win
1723809215722,1,1,Draw
1723809221718,2,1,Win
1723809224788,2,1,Win
1723809230798,1,1,Draw
1723809236789,2,1,Win
1723809239841,0,1,Lose
1723809245840,1,1,Draw
1723809251852,2,1,Win
1723809254858,0,1,Lose
1723809257924,1,1,Draw
1723809263924,2,1,Win
1723809269926,0,1,Lose
1723809272913,2,1,Win
